,id,RF_pred
29292,597170,-1
30737,625901,-1
6296,129408,-1
3095,64481,-1
17274,355511,-1
11557,238340,-1
2403,50285,-1
26742,545054,-1
20180,415113,-1
8244,170434,-1
16402,337411,-1
5009,103249,-1
15126,310640,-1
766,15825,-1
11144,229974,-1
34,880,-1
7251,148758,-1
23873,487844,-1
15186,312075,-1
1353,28178,-1
24044,491232,-1
29598,603578,-1
31303,636363,-1
14948,307020,-1
13428,275800,-1
19200,394570,-1
23229,474866,-1
278,5720,-1
17444,358772,-1
1580,33081,-1
16279,334748,-1
3920,80625,-1
11864,244587,-1
22069,451460,-1
19901,409543,-1
24016,490737,-1
29340,598354,-1
6461,132916,-1
12048,248271,-1
22204,454223,-1
14159,290496,-1
1457,30577,-1
3358,69012,-1
18636,383211,-1
8968,185587,-1
27699,564777,-1
25870,527614,-1
16611,341561,-1
12493,256793,-1
4610,95035,-1
24844,507492,-1
7339,150878,-1
25697,524077,-1
589,12546,-1
7341,150902,-1
17033,350273,-1
24980,510227,-1
25644,523281,-1
6152,126407,-1
15478,318135,-1
5436,111551,-1
11402,235185,-1
15089,309942,-1
26223,534858,-1
23519,480720,-1
17067,350908,-1
9359,193483,-1
10185,210096,-1
12991,266895,-1
10671,219984,-1
28842,587771,-1
8746,180700,-1
28700,584504,-1
16553,340550,-1
13946,286550,-1
20182,415126,-1
29643,604448,-1
6876,141265,-1
4708,97090,-1
26232,535124,-1
10355,213291,-1
8207,169723,-1
30609,623135,-1
22923,468750,-1
26319,536829,-1
4147,85021,-1
19812,407735,-1
12824,263097,-1
28703,584547,-1
11623,239867,-1
2808,58517,-1
8175,169087,-1
9237,190943,-1
28585,582357,-1
9275,191917,-1
20017,411837,-1
17680,363964,-1
7621,157058,-1
5069,104538,-1
30780,626769,-1
16587,341137,-1
28766,586064,-1
6723,137958,-1
21888,448235,-1
25301,517098,-1
16699,343491,-1
28873,588609,-1
5470,112330,-1
27533,561418,-1
30997,630955,-1
22466,459401,-1
8075,166974,-1
16783,345087,-1
21324,437342,-1
5198,107015,-1
13883,285362,-1
22435,458739,-1
798,16533,-1
7068,145306,-1
12549,257968,-1
1208,24969,-1
11298,233128,-1
14005,287702,-1
26408,538453,-1
30414,619286,-1
1096,22791,-1
5358,110167,-1
13776,283454,1
15957,328270,-1
11775,242838,-1
27039,551604,-1
16054,330501,-1
25034,511186,-1
9982,206462,-1
12054,248388,-1
17358,356987,-1
23364,477272,-1
16701,343494,-1
3278,67594,-1
22409,458180,-1
11476,236700,-1
25221,515249,-1
12801,262717,-1
19050,391699,-1
26281,535984,-1
29168,594934,-1
5225,107415,-1
19644,404165,-1
8754,180974,-1
28447,579794,-1
6354,130861,-1
29072,592530,-1
20896,428204,-1
25443,519589,-1
11851,244424,-1
26908,548655,-1
17010,349799,-1
18707,384679,-1
5584,114474,-1
9398,194401,-1
4736,97568,-1
25385,518577,-1
14150,290342,-1
18591,382251,-1
26160,533470,-1
26828,546924,-1
10240,211104,-1
9585,198182,-1
24224,494974,-1
19904,409574,-1
13721,282113,-1
16305,335318,-1
23755,485449,-1
10540,217179,-1
21194,434498,-1
12504,256998,-1
27694,564647,-1
12373,254750,-1
23902,488325,-1
1129,23437,-1
1658,34546,-1
17518,360501,-1
3474,71615,-1
13914,285900,-1
28539,581577,-1
26267,535785,-1
28922,589574,-1
26895,548379,-1
20811,426879,-1
14394,295451,-1
11914,245765,-1
5053,104154,-1
16726,343928,-1
1460,30607,-1
1014,21062,-1
6038,124081,-1
21037,431164,-1
5713,117192,-1
2713,56585,-1
18655,383565,-1
26321,536846,-1
14074,289115,-1
26325,536900,-1
2804,58478,-1
17511,360304,-1
7310,150019,-1
26756,545480,-1
22109,452113,-1
25459,519854,-1
17180,353485,-1
6345,130679,-1
30597,622910,-1
30342,618033,-1
19336,397275,-1
23729,484921,-1
15919,327515,-1
13170,270567,-1
29953,609989,-1
4238,86836,-1
26811,546579,-1
28481,580387,-1
1981,40926,-1
522,11153,-1
12317,253775,-1
13664,280877,-1
7127,146376,-1
7274,149164,-1
1734,35985,-1
18643,383411,-1
18536,381271,-1
20863,427813,-1
6101,125362,-1
3693,76121,-1
16083,331029,-1
4290,87966,-1
6956,142694,-1
5136,105813,-1
18109,372544,-1
1628,34103,-1
4888,100873,-1
21313,437163,-1
30630,623576,-1
31210,634669,-1
4797,98861,-1
8329,172007,-1
22044,450979,-1
26576,541834,-1
3362,69108,-1
26511,540394,-1
26176,533806,-1
10316,212622,-1
29760,606465,-1
27666,564181,-1
3496,72109,-1
26772,545843,-1
27046,551715,-1
29540,602332,-1
17867,367834,-1
10036,207502,-1
21457,439572,-1
22613,462344,-1
3008,62805,-1
10979,226486,-1
15719,322867,-1
14048,288579,-1
13705,281778,-1
25736,524783,-1
2318,48343,-1
4628,95387,-1
12997,267023,-1
20026,412097,-1
15871,326499,-1
7439,152794,-1
3061,63831,-1
13286,272770,-1
7447,152967,-1
10376,213702,-1
4286,87915,-1
30369,618502,-1
13804,283962,-1
28273,576047,-1
14509,298047,-1
18515,380944,-1
25631,522995,-1
27753,565866,-1
13523,277882,-1
8124,167969,-1
25895,528179,-1
26709,544400,-1
25787,525729,-1
22987,469979,-1
26067,531504,-1
15240,313166,-1
28644,583399,-1
22787,466119,-1
18481,380293,-1
6811,139835,-1
25593,522506,-1
16044,330207,-1
14718,302369,-1
8260,170659,-1
24127,492822,-1
1146,23887,-1
13138,269877,-1
1993,41280,-1
24365,497587,-1
19730,405969,-1
12269,252904,-1
28640,583343,-1
28129,573043,-1
30335,617914,-1
13186,270817,-1
19756,406458,-1
25723,524501,-1
15886,326868,-1
23474,479701,-1
23969,489823,-1
10271,211722,-1
14206,291451,-1
25581,522212,-1
17203,354054,-1
2391,50134,-1
4613,95047,-1
24191,494143,-1
1131,23494,-1
18768,385917,-1
21564,441466,-1
25524,521246,-1
5858,120577,-1
17170,353244,-1
29324,598080,-1
30126,613403,-1
262,5461,-1
2734,57052,-1
11287,232984,-1
494,10571,-1
3909,80440,-1
17220,354276,-1
31362,637158,-1
5666,116263,-1
3423,70490,-1
19895,409470,-1
30801,627065,-1
188,4062,-1
25224,515356,-1
29306,597600,-1
14806,304020,-1
19440,399531,-1
29455,600680,-1
19551,402228,-1
20844,427407,-1
9626,199016,-1
10110,208920,-1
14523,298381,-1
15479,318173,-1
13356,274490,-1
23433,478747,-1
346,7267,-1
8791,181665,-1
22888,467984,-1
29477,600951,-1
8437,173847,-1
30012,611050,-1
9191,190002,-1
3993,82251,-1
21448,439429,-1
2341,48910,-1
11956,246504,-1
17045,350453,-1
17841,367402,-1
27262,555605,-1
11302,233183,-1
9803,202763,-1
12385,254915,-1
2281,47458,-1
27380,558118,-1
16797,345343,-1
16490,339193,-1
26687,543944,-1
26005,530280,-1
24907,508590,-1
28672,583941,-1
7383,151862,-1
22289,455885,-1
11859,244548,-1
23722,484835,-1
6102,125368,-1
25380,518529,-1
2260,47070,-1
29693,605289,-1
10952,225915,-1
28885,588787,-1
30511,621439,-1
9232,190806,-1
21487,440081,-1
21858,447670,-1
881,18128,-1
2891,60328,-1
25539,521545,-1
10724,221048,-1
2072,42857,-1
19535,401789,-1
723,15144,-1
18769,385929,-1
12568,258252,-1
30784,626812,-1
8700,179732,-1
7521,154624,-1
4114,84348,-1
21871,447848,-1
5418,111259,-1
27410,558716,-1
19153,393503,-1
7231,148383,-1
4293,88008,-1
29565,602745,-1
29633,604277,-1
29730,605956,-1
17308,356054,-1
30240,615974,-1
12057,248416,-1
5335,109712,-1
1242,25623,-1
28415,579241,-1
3169,65623,-1
6455,132761,-1
24717,504914,1
4008,82532,-1
22274,455524,-1
7086,145756,-1
27859,567875,-1
22996,470132,-1
21432,439199,-1
24363,497506,-1
1821,37628,-1
11744,242361,-1
28011,570776,-1
9575,197938,-1
13543,278371,-1
25216,515119,-1
10331,212849,-1
2139,44525,-1
4727,97426,-1
26762,545607,-1
9377,193784,-1
25170,514335,-1
5341,109867,-1
13745,282676,-1
8538,176377,-1
2173,45453,-1
4374,90034,-1
29533,602175,-1
19816,407801,-1
19206,394663,-1
26915,548741,-1
10894,224831,-1
27569,562019,-1
19659,404579,-1
19378,398240,-1
4703,96929,-1
17399,357699,-1
29237,596230,-1
12655,259892,-1
622,13103,-1
24827,507152,-1
16824,345963,-1
23255,475236,-1
8722,180228,-1
18663,383756,-1
2574,53858,-1
24132,492992,-1
2491,52141,-1
18181,374247,-1
26388,538029,-1
5301,108930,-1
22684,463747,-1
10971,226381,-1
16548,340473,-1
17447,358853,-1
15667,321617,-1
27632,563396,-1
15307,314648,-1
11568,238601,-1
24517,500761,-1
21648,443205,-1
29534,602189,-1
9208,190274,-1
18945,389409,-1
21662,443553,-1
12716,261160,-1
17491,359786,-1
21102,432511,-1
14332,294156,-1
17419,358144,-1
16460,338637,-1
23389,477781,-1
11102,229026,-1
24790,506394,-1
26530,540822,-1
12075,248868,-1
9870,203968,-1
25463,519907,-1
10662,219745,-1
23151,473445,-1
26976,550034,-1
11286,232975,-1
17084,351284,-1
19267,395826,-1
2930,61260,-1
25251,516027,-1
2661,55404,-1
6332,130219,-1
14445,296601,-1
16313,335498,-1
4512,92932,-1
25813,526378,-1
21916,448891,-1
19202,394595,-1
16428,337989,-1
22268,455428,-1
18650,383505,-1
23118,472874,-1
16125,331844,-1
8528,175995,-1
5271,108408,-1
2914,60859,-1
17257,355178,-1
30908,629603,-1
7866,162814,-1
7840,162195,-1
11181,230746,-1
2385,50003,-1
12604,259102,-1
29787,606934,-1
19798,407490,-1
12107,249386,-1
10987,226653,-1
10011,207096,-1
17985,370130,-1
7755,160136,-1
22060,451319,-1
2640,54991,-1
15291,314288,-1
28056,571700,-1
15252,313552,-1
13312,273310,-1
11010,227148,-1
24403,498297,-1
764,15816,-1
18300,376567,-1
28995,591208,-1
27448,559485,-1
2656,55178,-1
12368,254695,-1
17234,354566,-1
27912,568829,-1
28968,590530,-1
4846,99925,-1
26510,540422,-1
13832,284422,-1
17997,370336,-1
3465,71497,-1
4287,87949,-1
30352,618231,-1
1293,26803,-1
20639,423639,-1
27121,553196,-1
14154,290374,-1
27434,559192,-1
7329,150664,-1
20999,430469,-1
19781,406976,-1
15560,319651,-1
16887,347204,-1
1920,39355,-1
7855,162613,-1
16866,346824,-1
30484,620914,-1
17051,350611,-1
17478,359625,-1
21973,449670,-1
2437,50942,-1
22336,456775,-1
11710,241728,-1
21962,449505,-1
17492,359793,-1
11763,242714,-1
26188,534072,-1
26842,547302,-1
24161,493691,-1
13393,275117,-1
19993,411338,-1
18201,374666,-1
23178,473972,-1
19526,401611,-1
21584,442064,-1
10875,224351,-1
7703,158619,-1
9866,203922,-1
24153,493553,-1
23268,475418,-1
7174,147272,-1
19873,409108,-1
26617,542551,-1
27303,556373,-1
21371,438038,-1
25091,512469,-1
14668,301181,-1
14231,292011,-1
6951,142570,-1
2764,57736,-1
20620,423304,-1
22974,469774,-1
36,928,-1
2958,61668,-1
8132,168169,-1
11391,234875,-1
28021,570933,-1
6637,136401,-1
12898,264742,-1
9458,195619,-1
20946,429238,-1
13032,267551,-1
2262,47115,-1
25233,515550,-1
23703,484527,-1
13534,278113,-1
7248,148657,-1
5993,123228,-1
5030,103636,-1
17352,356793,-1
28635,583301,-1
30994,630914,-1
21819,446969,-1
18995,390507,-1
13533,278105,-1
15494,318485,-1
28839,587754,-1
14736,302663,-1
11370,234479,-1
22946,469126,-1
11603,239375,-1
16596,341176,-1
28966,590526,-1
7478,153583,-1
25137,513421,-1
15674,321800,-1
30751,626171,-1
180,3815,-1
17377,357228,-1
9901,204783,-1
19486,400793,-1
12506,257047,-1
20882,428053,-1
285,5818,-1
13278,272627,-1
11900,245364,-1
10582,218071,-1
29054,592061,-1
16868,346831,-1
25632,523010,-1
16623,341750,-1
11174,230565,-1
11951,246430,-1
9485,196068,-1
10477,215840,-1
8389,173039,-1
9685,200220,-1
12785,262449,-1
16009,329406,-1
25011,510673,-1
18544,381398,-1
16685,343247,-1
24600,502453,-1
22584,461795,-1
12906,265105,-1
10340,213002,-1
1998,41345,-1
25452,519760,-1
5964,122706,-1
30355,618238,-1
22443,458825,-1
12337,254170,-1
12477,256452,-1
24093,492291,-1
23688,484222,-1
7576,155936,-1
11953,246473,-1
15753,323883,-1
29480,601016,-1
18723,385005,-1
19841,408325,-1
11761,242703,-1
7071,145365,-1
24538,501049,-1
9800,202733,-1
14966,307321,-1
17260,355246,-1
21963,449521,-1
343,7213,-1
10649,219563,-1
26316,536795,-1
26109,532419,-1
24856,507790,-1
1103,23024,-1
23573,481940,-1
19044,391540,-1
9864,203901,-1
10098,208782,-1
20940,429097,-1
18188,374397,-1
25441,519545,-1
30446,620038,-1
9618,198874,-1
28716,584720,-1
28576,582228,-1
22914,468518,-1
20555,421959,-1
3002,62601,-1
821,17180,-1
3056,63769,-1
4189,85823,-1
8563,176801,-1
1427,29874,-1
1877,38597,-1
8032,166071,-1
19653,404409,-1
29952,609972,-1
13955,286717,-1
28737,585448,-1
23759,485534,-1
5084,104759,-1
31227,635017,-1
10694,220421,-1
29891,608714,-1
15212,312639,-1
10181,210017,-1
25323,517423,-1
12640,259687,-1
18459,379848,-1
31016,631356,-1
31265,635707,-1
3311,68172,-1
20305,417403,-1
6381,131444,-1
2040,42139,-1
21809,446841,-1
4873,100546,-1
5308,109111,-1
10836,223273,-1
22744,465394,-1
832,17309,-1
29115,593640,-1
22360,457213,-1
11263,232666,-1
2544,53172,-1
11354,234264,-1
2275,47360,-1
27604,562912,-1
22491,459992,-1
18892,388411,-1
27177,553975,-1
5569,114209,-1
29828,607857,-1
14190,291111,-1
248,5223,-1
19866,408931,-1
25783,525662,-1
108,2327,-1
15026,308589,-1
27285,556049,-1
20542,421871,-1
686,14484,-1
30365,618427,-1
25180,514496,-1
604,12830,-1
22886,467979,-1
12485,256628,-1
29710,605596,-1
14800,303875,-1
21236,435351,-1
3703,76333,-1
15610,320460,-1
8149,168644,-1
26021,530548,-1
19239,395288,-1
24675,504133,-1
9589,198243,-1
30231,615754,-1
20777,426286,-1
3630,74802,-1
15731,323190,-1
2327,48506,-1
2495,52203,-1
9861,203843,-1
17349,356756,-1
21567,441678,-1
27684,564463,-1
18090,372147,-1
29630,604094,-1
25692,524037,-1
15374,315864,-1
24811,506756,-1
30962,630564,-1
29479,601004,-1
20128,414077,-1
11186,230898,-1
9235,190834,-1
24113,492559,-1
30338,617949,-1
1943,39843,-1
11653,240629,-1
25076,512195,-1
28806,587111,-1
3001,62578,-1
6650,136683,-1
648,13563,-1
24066,491751,-1
19557,402300,-1
20464,420202,-1
20561,422115,-1
26689,543989,-1
20960,429584,-1
16510,339650,-1
1817,37523,-1
23354,477042,-1
1894,38856,-1
29171,594990,-1
2707,56453,-1
14578,299519,-1
9881,204230,-1
10263,211590,-1
8601,177619,-1
18344,377680,-1
19804,407579,-1
827,17261,-1
12021,247708,-1
1413,29611,-1
12364,254635,-1
114,2404,-1
25051,511544,-1
28014,570809,-1
2073,42871,-1
15570,319781,-1
29822,607704,-1
24143,493304,-1
25712,524215,-1
8536,176333,-1
4254,87326,-1
24003,490483,-1
8238,170315,-1
9767,202139,-1
7882,163189,-1
4255,87349,-1
873,17960,-1
11464,236482,-1
14416,296075,-1
24426,498838,-1
21619,442668,-1
21040,431221,-1
27786,566610,-1
18403,378713,-1
28412,579179,-1
22646,462893,-1
12124,249654,-1
4807,99025,-1
6370,131174,-1
27624,563246,-1
578,12254,-1
997,20699,-1
21198,434581,-1
20330,417870,-1
28768,586112,-1
31277,636000,-1
11233,232007,-1
5336,109754,-1
19094,392525,-1
14546,299013,-1
26289,536231,-1
2596,54307,-1
15546,319408,-1
2182,45573,-1
30043,611873,-1
22214,454445,-1
9630,199089,-1
9287,192186,-1
14081,289316,-1
8950,184849,-1
21964,449536,-1
21018,430917,-1
27486,560101,-1
16472,338877,-1
27447,559408,-1
28509,580900,-1
10079,208277,-1
30728,625789,-1
4991,102904,-1
2163,45199,-1
30849,628159,-1
16012,329504,-1
7883,163221,-1
26470,539540,-1
243,5135,-1
23993,490295,-1
25720,524470,-1
5055,104178,-1
9705,200663,-1
20149,414423,-1
29993,610699,-1
13871,285080,-1
11799,243364,-1
8076,166985,-1
28272,576023,-1
15990,329053,-1
31121,633219,-1
5761,118381,-1
790,16327,-1
2896,60433,-1
9215,190393,-1
11690,241439,-1
10062,207950,-1
5119,105513,-1
11442,236233,-1
956,19892,-1
2169,45283,-1
4099,84133,-1
21113,432813,-1
8645,178481,-1
18949,389479,-1
24753,505676,-1
30119,613238,-1
353,7362,-1
5629,115370,-1
18962,389689,-1
31296,636278,-1
21429,439141,-1
20728,425305,-1
6588,135479,-1
12701,260848,-1
16819,345802,-1
2458,51368,-1
6397,131744,-1
10690,220378,-1
12864,264053,-1
6505,133666,-1
10367,213613,-1
17659,363508,-1
7006,143712,-1
21753,445481,-1
542,11547,-1
31027,631508,-1
11765,242719,-1
22367,457370,-1
6051,124349,-1
21512,440613,-1
24039,491164,-1
18531,381214,-1
31194,634411,-1
23856,487492,-1
27821,567306,-1
14871,305393,-1
20771,426208,-1
15555,319589,-1
1138,23702,-1
12178,251030,-1
11736,242229,-1
23540,481263,-1
3905,80348,-1
128,2848,-1
11815,243786,-1
22773,465943,-1
17770,365783,-1
28796,586853,-1
19717,405739,-1
19446,399713,-1
14963,307308,-1
1173,24294,-1
10807,222729,-1
22284,455826,-1
11855,244470,-1
24630,503353,-1
19666,404745,-1
21212,434725,-1
19045,391558,-1
25732,524664,-1
6687,137358,-1
13226,271748,-1
13544,278384,-1
12737,261557,-1
15762,324062,-1
22423,458528,-1
12950,266103,-1
13329,273912,-1
27299,556332,-1
19014,390984,-1
22564,461347,-1
31327,636738,-1
1870,38429,-1
7318,150238,-1
18738,385324,-1
9640,199389,-1
18953,389539,-1
19471,400522,-1
11207,231354,-1
13553,278507,-1
29989,610587,-1
13149,270077,-1
16152,332391,-1
20126,414050,-1
23692,484281,-1
7988,165139,-1
30086,612662,-1
26092,532052,-1
5928,122067,-1
6541,134368,-1
15047,309078,-1
20138,414258,-1
23033,470926,-1
3261,67370,-1
13757,283094,-1
29798,607158,-1
2886,60200,-1
13967,286956,-1
19432,399391,-1
971,20228,-1
26174,533760,-1
1516,31549,-1
18345,377693,-1
8237,170307,-1
29052,592034,-1
9285,192163,-1
8871,183177,-1
1814,37475,-1
26338,537137,-1
22769,465879,-1
6401,131802,-1
21622,442754,-1
21177,434181,-1
14403,295666,-1
4045,83251,-1
9563,197736,-1
22520,460635,-1
15699,322458,-1
29800,607164,-1
13793,283792,-1
25284,516602,-1
19071,392155,-1
12598,258913,-1
21400,438662,-1
10513,216634,-1
17385,357396,-1
6726,137970,-1
5268,108340,-1
12770,262230,-1
9378,193791,-1
27836,567570,-1
11887,245074,-1
8428,173639,-1
24332,497029,-1
24744,505546,-1
10491,216138,-1
23191,474159,-1
17193,353732,-1
17939,369430,-1
15864,326334,-1
20990,430146,-1
1612,33757,-1
20235,416113,-1
7440,152810,-1
3701,76312,-1
24716,504905,-1
24408,498368,-1
28881,588758,-1
5563,114080,-1
6833,140262,-1
20986,430067,-1
27035,551475,-1
21919,448928,-1
26108,532369,-1
24788,506382,-1
15808,325133,-1
26749,545283,-1
6284,129181,-1
8745,180679,-1
13112,269380,-1
15477,318111,-1
3656,75345,-1
27958,569764,-1
735,15359,-1
20631,423572,-1
9168,189660,-1
28723,584902,-1
4853,99996,-1
18154,373670,-1
8270,170825,-1
27548,561642,-1
14814,304153,-1
18714,384776,-1
30899,629347,-1
11257,232561,-1
31339,636893,-1
29971,610286,-1
12017,247671,-1
13318,273432,-1
14180,290994,-1
11258,232574,-1
20604,422953,-1
6328,130171,-1
2716,56611,-1
19108,392662,-1
21384,438262,-1
14085,289390,-1
1513,31455,-1
8587,177255,-1
15465,317867,-1
1990,41214,-1
28517,581070,-1
10416,214698,-1
8363,172665,-1
12377,254799,-1
4654,95916,-1
6910,141814,-1
25196,514678,-1
154,3285,-1
22841,467003,-1
21119,432885,-1
17676,363853,-1
31177,634179,-1
27267,555687,-1
12684,260415,-1
20177,415078,-1
23947,489167,-1
2680,55823,-1
10028,207360,-1
20646,423900,-1
24825,507145,-1
403,8359,-1
21443,439378,-1
20859,427738,-1
13909,285849,-1
15053,309185,-1
10221,210823,-1
3266,67433,-1
2324,48425,-1
6978,143032,-1
1983,40971,-1
20602,422899,-1
20680,424540,-1
1791,37112,-1
13437,276025,-1
26984,550213,-1
8376,172860,-1
20054,412744,-1
19212,394828,-1
4526,93269,-1
14945,306946,-1
28289,576359,-1
29238,596231,-1
7438,152784,-1
10842,223402,-1
12134,249957,-1
20432,419578,-1
15361,315637,-1
6453,132676,-1
16210,333553,-1
21616,442614,1
11155,230150,1
14540,298770,-1
10421,214730,-1
13120,269550,-1
11044,227826,-1
24220,494895,-1
18244,375508,-1
18479,380233,-1
13659,280805,-1
25754,525057,-1
11832,244061,-1
7150,146800,-1
12344,254341,-1
29675,604995,-1
5475,112421,-1
11282,232909,-1
8885,183519,-1
2834,59231,-1
10888,224695,-1
1439,30223,-1
20848,427431,-1
7093,145903,-1
24034,491057,-1
3658,75349,-1
3947,81389,-1
8984,186098,-1
2124,44265,-1
30059,612136,-1
26837,547194,-1
12073,248827,-1
19410,399003,-1
8508,175458,-1
19055,391838,-1
30721,625704,-1
25696,524075,-1
2664,55449,-1
10611,218848,-1
3296,67949,-1
26942,549375,-1
12585,258733,-1
9707,200710,-1
26685,543865,-1
2407,50369,-1
18419,379147,-1
9233,190811,-1
6084,125084,-1
25527,521384,-1
8129,168032,-1
17695,364232,-1
15080,309823,-1
21461,439642,-1
31216,634857,-1
19564,402431,-1
1808,37423,-1
11246,232294,-1
12748,261775,-1
6688,137365,-1
8987,186154,-1
1702,35313,-1
7826,161875,-1
2177,45506,-1
16949,348553,-1
14673,301244,-1
20592,422740,-1
18223,375000,-1
26157,533404,-1
22102,452020,-1
24730,505233,-1
15013,308292,-1
16338,335865,-1
17295,355776,-1
25248,515934,-1
31038,631853,-1
15151,311230,-1
22671,463418,-1
2988,62087,-1
5096,104919,-1
24317,496675,-1
7161,146931,-1
29024,591565,-1
5704,117076,-1
3355,68997,-1
10017,207179,-1
465,9839,-1
26465,539481,-1
16932,348220,-1
6036,124023,-1
27081,552471,-1
18966,389706,-1
10942,225653,-1
14215,291601,-1
13693,281475,-1
8797,181733,-1
2767,57827,-1
15653,321281,-1
28852,588011,-1
27695,564683,-1
21180,434228,-1
31378,637441,-1
27530,561305,-1
5715,117203,-1
15717,322791,-1
17878,368029,-1
23612,482635,-1
27899,568598,-1
12989,266866,-1
27551,561689,-1
4212,86367,-1
26539,541017,-1
15515,318820,-1
21832,447216,-1
6412,131965,-1
19660,404600,1
21002,430544,-1
5699,117030,-1
2090,43403,-1
25356,518103,-1
30036,611681,-1
30223,615622,-1
25239,515770,-1
30379,618728,-1
18135,373183,-1
15578,319983,-1
18247,375547,-1
7148,146743,-1
10913,225248,-1
29592,603467,-1
24563,501600,-1
20911,428485,-1
10474,215776,-1
25792,525773,-1
11616,239697,-1
6044,124196,-1
750,15634,-1
6867,141110,-1
7126,146355,-1
4342,89341,-1
27084,552556,-1
30037,611689,-1
3381,69549,-1
20183,415162,-1
8695,179670,-1
15007,308223,-1
15098,310100,-1
16101,331389,-1
15912,327373,-1
15850,326128,-1
9512,196664,-1
14093,289482,-1
13735,282428,-1
21431,439182,-1
30009,611032,-1
1690,35046,-1
2347,48988,-1
28225,575141,-1
24358,497414,-1
2290,47606,-1
25955,529388,-1
16837,346211,-1
7479,153634,-1
13228,271795,-1
14060,288837,-1
26312,536698,-1
18065,371823,-1
21955,449458,-1
27330,557061,-1
12352,254477,-1
23445,479050,-1
14748,302909,-1
8891,183633,-1
22762,465735,-1
20381,418609,-1
4723,97380,-1
22941,469029,-1
27215,554794,-1
5445,111712,-1
25206,514972,-1
8858,182875,-1
25303,517124,-1
30825,627522,-1
1056,21985,-1
6322,129947,-1
2457,51356,-1
27782,566517,-1
12284,253222,-1
8989,186221,-1
9099,188205,-1
14710,302035,-1
12314,253714,-1
6383,131470,-1
4222,86537,-1
13270,272476,-1
12761,262093,-1
29524,601959,-1
26396,538270,-1
13094,268929,-1
22378,457600,-1
7740,159683,-1
19712,405675,-1
28312,576780,-1
27018,551055,-1
2594,54263,-1
27485,560065,-1
19187,394283,-1
15924,327662,-1
23321,476362,-1
25954,529373,-1
6450,132651,-1
22482,459786,-1
19338,397318,-1
22509,460270,-1
2657,55204,-1
13,392,-1
14676,301307,-1
28374,577981,-1
14004,287654,-1
30416,619322,-1
19103,392591,-1
17815,366967,-1
13033,267598,-1
6666,137052,-1
24618,502975,-1
11208,231406,-1
13166,270426,-1
28049,571521,-1
2055,42475,-1
4393,90447,-1
9694,200458,-1
2985,62053,-1
25816,526442,-1
14897,306032,-1
14007,287719,-1
26851,547528,-1
14493,297684,-1
27996,570523,-1
21402,438719,-1
11601,239352,-1
24441,499129,-1
25203,514925,-1
9281,192100,-1
2205,46055,-1
26106,532333,-1
17490,359784,-1
21372,438041,-1
13075,268571,-1
24978,510191,-1
5524,113278,-1
17570,361489,-1
7896,163389,-1
28425,579460,-1
17828,367104,-1
916,18758,-1
15995,329108,-1
2005,41500,-1
1999,41400,-1
22136,452810,-1
23695,484347,-1
17391,357535,-1
30992,630905,-1
12489,256688,-1
6619,136070,-1
16712,343706,-1
24946,509376,-1
14521,298346,-1
26010,530340,-1
31209,634661,-1
9642,199420,-1
13546,278402,-1
2737,57116,-1
13607,279717,-1
13515,277664,-1
19293,396412,-1
6394,131716,-1
14863,305213,-1
16426,337951,-1
23021,470647,-1
14927,306765,-1
11821,243895,-1
12645,259756,-1
4618,95091,-1
2599,54327,-1
25019,510877,-1
24787,506347,-1
31003,631062,-1
23320,476360,-1
7089,145815,-1
29215,595769,-1
23458,479309,-1
30532,621680,-1
20720,425121,-1
25067,512031,-1
15366,315775,-1
7112,146178,-1
1995,41326,-1
13797,283810,-1
19352,397688,-1
16171,332738,-1
28991,591125,-1
30813,627290,-1
17311,356066,-1
9084,187846,-1
23807,486470,-1
18853,387822,-1
15801,325094,-1
1203,24830,-1
4368,89958,-1
20985,430039,-1
20664,424294,-1
17409,357915,-1
521,11138,-1
22508,460247,-1
30283,616971,-1
15757,323929,-1
28816,587356,-1
20293,417187,-1
19165,393804,-1
23811,486513,-1
11752,242518,-1
3990,82230,-1
17209,354110,-1
14557,299119,-1
4056,83411,-1
929,19203,-1
5276,108501,-1
17436,358550,-1
13785,283605,-1
27803,566861,-1
29874,608487,-1
3153,65375,-1
15881,326807,-1
5163,106302,-1
7798,161318,-1
23496,480211,-1
4397,90507,-1
14461,297003,-1
4693,96775,-1
20842,427352,-1
3744,77221,-1
4776,98413,-1
7656,157783,-1
13696,281533,-1
18566,381755,-1
6834,140265,-1
28137,573120,-1
7948,164278,-1
1370,28596,-1
17317,356196,-1
12499,256918,-1
22208,454310,-1
2000,41403,-1
20325,417777,-1
29967,610239,-1
22493,460066,-1
20601,422877,-1
23124,472974,-1
19251,395552,-1
31388,637545,-1
116,2467,-1
21562,441440,-1
11306,233237,-1
6559,134812,-1
10335,212893,-1
14930,306791,-1
27419,558815,-1
3602,74129,-1
24938,509270,-1
21856,447622,-1
37,931,-1
16826,345986,-1
8863,182987,-1
30815,627318,-1
2186,45640,-1
30699,625238,-1
14565,299244,-1
5144,105966,-1
22887,467982,-1
6859,140911,-1
11410,235369,-1
23426,478580,-1
183,3858,-1
17449,358879,-1
24481,499887,-1
23575,481973,-1
18025,371033,-1
17793,366300,-1
19917,409785,-1
20553,421953,-1
2912,60826,-1
16216,333605,-1
26306,536561,-1
13908,285798,-1
8193,169406,-1
24322,496787,-1
11655,240678,-1
5158,106229,-1
